mapName,dateTime,date,time,weekday,price,tradeCount,timeUnit
아쿠아로드:깊은 바다 협곡2,2025-12-28T12:00:00,2025-12-28,12:00,일,15928518.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T13:00:00,2025-12-28,13:00,일,35000000.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T14:00:00,2025-12-28,14:00,일,26666666.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T15:00:00,2025-12-28,15:00,일,45000000.0,1.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T16:00:00,2025-12-28,16:00,일,45000000.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T17:00:00,2025-12-28,17:00,일,42500000.0,6.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T18:00:00,2025-12-28,18:00,일,31666666.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T19:00:00,2025-12-28,19:00,일,35000000.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T20:00:00,2025-12-28,20:00,일,18750000.0,2.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T21:00:00,2025-12-28,21:00,일,2411111.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T22:00:00,2025-12-28,22:00,일,16000370.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-28T23:00:00,2025-12-28,23:00,일,7000335.0,8.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 00:00:00,2025-12-29,00:00,월,8055555.0,2.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 01:00:00,2025-12-29,01:00,월,14430287.0,8.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 02:00:00,2025-12-29,02:00,월,61111.0,2.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 03:00:00,2025-12-29,03:00,월,22857142.0,7.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 04:00:00,2025-12-29,04:00,월,10814814.0,6.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 05:00:00,2025-12-29,05:00,월,6370370.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 06:00:00,2025-12-29,06:00,월,12000000.0,1.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 07:00:00,2025-12-29,07:00,월,11249999.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 08:00:00,2025-12-29,08:00,월,12022422.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 09:00:00,2025-12-29,09:00,월,16000000.0,3.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 10:00:00,2025-12-29,10:00,월,15000000.0,1.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 11:00:00,2025-12-29,11:00,월,22500000.0,5.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 12:00:00,2025-12-29,12:00,월,22333333.0,4.0,HOURLY
아쿠아로드:깊은 바다 협곡2,2025-12-29 13:00:00,2025-12-29,13:00,월,17833333.0,3.0,HOURLY
